GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BUB3	DEL	311.626	2.857	0.009	0.021	N	NA
CDK4	AMPL	311.626	35.868	0.113	0.116	Y	NA
ITGB1	DEL	311.626	3.784	0.012	0.018	N	NA
ERBB3	DEL	311.626	4.522	0.012	0.012	N	NA
LAMC3	MUT	311.626	3.464	0.015	0.015	N	NA
LRP1	DEL	311.626	6.813	0.021	0.034	N	NA
PTEN	DEL	311.626	59.917	0.247	0.314	Y	NA
RIMS2	MUT	311.626	3.678	0.015	0.034	N	NA
CDKN2A	DEL	311.626	87.395	0.418	0.470	Y	NA
FAS	DEL	311.626	3.966	0.015	0.024	N	NA
PIK3CG	MUT	311.626	8.086	0.024	0.037	N	NA
FGFR2	DEL	311.626	1.938	0.009	0.027	Y	NA
FLT1	MUT	311.626	2.605	0.009	0.018	N	NA
GRK5	DEL	311.626	0.950	0.003	0.018	N	NA
EPC1	DEL	311.626	3.492	0.012	0.018	N	NA
DDIT3	AMPL	9.011	0.071	0.006	0.073	Y	NA
PSIP1	DEL	5.394	1.074	0.006	0.012	N	NA
KCNV2	DEL	5.078	0.015	0.003	0.012	N	NA
CDH23	DEL	4.052	5.001	0.021	0.030	N	NA
