GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADAM12	DEL	333.981	1.824	0.006	0.024	N	NA
BUB3	DEL	333.981	2.857	0.009	0.021	N	NA
CDKN2A	DEL	333.981	87.395	0.418	0.470	Y	NA
ERG	DEL	333.981	2.870	0.009	0.012	Y	NA
EGFR	MUT	333.981	120.585	0.393	0.393	Y	NA
FLNA	MUT	333.981	1.270	0.012	0.018	N	NA
PLAU	DEL	333.981	2.120	0.006	0.021	N	NA
ETS2	DEL	333.981	1.018	0.003	0.003	N	NA
SEC61G	AMPL	13.655	6.041	0.101	0.317	N	NA
SVEP1	MUT	6.583	0.032	0.006	0.012	N	NA
PPP3CB	DEL	3.464	0.052	0.015	0.024	N	NA
PNLIP	DEL	3.441	0.022	0.006	0.015	N	NA
