GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
APOB	MUT	558.312	17.396	0.037	0.040	NA	NA
PIK3CD	AMPL	558.312	1.702	0.003	0.012	NA	NA
TP53	MUT	558.312	159.660	0.284	0.284	NA	NA
RALGDS	MUT	558.312	3.662	0.006	0.006	NA	NA
PRKY	DEL	558.312	74.809	0.174	0.195	NA	NA
TRPV6	MUT	558.312	3.195	0.006	0.024	NA	NA
IRAK3	MUT	558.312	7.149	0.018	0.024	NA	NA
ZNF569	MUT	28.349	0.228	0.009	0.009	NA	NA
PCDH11Y	DEL	12.106	29.231	0.189	0.198	NA	NA
C3	MUT	9.629	0.228	0.018	0.018	NA	NA
DAZ1	DEL	2.704	0.008	0.003	0.162	NA	NA
