GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANAPC1	MUT	498.629	2.718	0.006	0.006	NA	NA
CDKN2A	DEL	498.629	174.479	0.421	0.470	NA	NA
TP53	MUT	498.629	159.660	0.284	0.284	NA	NA
EGFR	AMPL_MUT	498.629	212.175	0.393	0.393	NA	NA
VAV1	MUT	498.629	8.617	0.009	0.009	NA	NA
HIST3H3	MUT	498.629	1.520	0.003	0.006	NA	NA
COL14A1	MUT	498.629	5.259	0.012	0.015	NA	NA
ELAVL2	DEL	498.629	18.624	0.088	0.143	NA	NA
LRP2	MUT	498.629	16.539	0.043	0.046	NA	NA
ZNF713	AMPL	19.428	7.057	0.076	0.116	NA	NA
TLR9	MUT	5.957	0.018	0.003	0.006	NA	NA
ATP8B4	MUT	2.811	0.053	0.018	0.018	NA	NA
