GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDC27	MUT	159.710	4.821	0.015	0.015	NA	NA
CDKN2A	DEL	159.710	174.479	0.421	0.470	NA	NA
KIF2B	MUT	159.710	3.760	0.018	0.018	NA	NA
GRIN2C	MUT	159.710	3.918	0.006	0.006	NA	NA
PIK3C2B	AMPL	159.710	5.183	0.018	0.055	NA	NA
PIP5K1B	MUT	159.710	0.498	0.006	0.006	NA	NA
PTEN	MUT	159.710	126.731	0.259	0.314	NA	NA
HLA-DRB1	AMPL	159.710	79.274	0.171	0.189	NA	NA
CEP63	MUT	7.374	6.048	0.009	0.009	NA	NA
HNF1A	MUT	3.313	3.390	0.009	0.009	NA	NA
MYH13	MUT	2.604	0.008	0.003	0.018	NA	NA
TNNC2	MUT	2.550	0.008	0.003	0.003	NA	NA
