GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL3A1	MUT	545.669	9.083	0.015	0.018	NA	NA
FLNC	MUT	545.669	5.222	0.012	0.024	NA	NA
EGFR	AMPL	545.669	212.175	0.393	0.393	NA	NA
SEC24B	MUT	545.669	1.664	0.003	0.006	NA	NA
KDR	AMPL	545.669	14.455	0.024	0.064	NA	NA
LRP2	MUT	545.669	16.539	0.043	0.046	NA	NA
PRKDC	MUT	545.669	8.781	0.021	0.021	NA	NA
CDKN2A	DEL	19.792	174.479	0.421	0.470	NA	NA
PCDH7	MUT	10.103	0.031	0.003	0.012	NA	NA
KIF2B	MUT	6.715	3.760	0.018	0.018	NA	NA
