GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AKAP9	MUT	505.043	1.571	0.012	0.027	Y	NA
E2F4	MUT	505.043	1.540	0.003	0.003	N	NA
EGFR	MUT	505.043	120.585	0.393	0.393	Y	NA
ESR1	MUT	505.043	1.540	0.003	0.003	N	NA
HSPG2	MUT	505.043	6.134	0.015	0.024	N	NA
ITGB1	MUT	505.043	3.784	0.012	0.018	N	NA
MMP7	MUT	505.043	1.988	0.006	0.006	N	NA
IKZF3	MUT	505.043	1.549	0.006	0.006	N	NA
CDH23	MUT	505.043	5.001	0.021	0.030	N	NA
TCF12	MUT	9.184	0.028	0.003	0.012	Y	NA
