GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	463.305	174.479	0.421	0.470	NA	NA
COL22A1	MUT	463.305	1.413	0.003	0.015	NA	NA
EGFR	AMPL	463.305	212.175	0.393	0.393	NA	NA
LRP1	MUT	463.305	22.396	0.030	0.034	NA	NA
TTN	MUT	463.305	37.836	0.098	0.207	NA	NA
RYR2	MUT	463.305	11.016	0.030	0.079	NA	NA
TIMP3	MUT	463.305	1.426	0.006	0.006	NA	NA
PCDHB4	MUT	13.647	2.524	0.006	0.006	NA	NA
KCNB2	MUT	5.539	0.052	0.009	0.015	NA	NA
ZNF713	AMPL	5.181	7.057	0.076	0.116	NA	NA
