GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNB3	AMPL	426.240	1.300	0.003	0.015	N	NA
CDK4	AMPL	426.240	35.868	0.113	0.116	Y	NA
COL2A1	AMPL	426.240	2.471	0.009	0.009	N	NA
ERBB3	AMPL	426.240	4.522	0.012	0.012	N	NA
FGFR1	MUT	426.240	3.431	0.009	0.012	Y	NA
IFNG	AMPL	426.240	7.544	0.024	0.034	N	NA
SMARCC2	AMPL	426.240	1.300	0.003	0.015	N	NA
CNOT2	AMPL	426.240	1.339	0.006	0.021	N	NA
MDM2	AMPL	15.262	0.393	0.015	0.076	Y	NA
PPP1R1A	AMPL	6.817	0.021	0.003	0.006	N	NA
ADCY6	AMPL	5.973	0.018	0.003	0.015	N	NA
DCTN2	AMPL	2.923	0.081	0.024	0.064	N	NA
