GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADAM12	DEL	264.447	1.824	0.006	0.024	N	NA
EGFR	AMPL	264.447	120.585	0.393	0.393	Y	NA
FBLN1	DEL	264.447	0.961	0.006	0.012	N	NA
ITGA8	DEL	264.447	2.564	0.012	0.015	N	NA
LAMA4	DEL	264.447	1.709	0.006	0.006	N	NA
BRCA1	MUT	264.447	1.731	0.009	0.012	Y	NA
CDC2	DEL	264.447	2.994	0.009	0.009	N	NA
ZWINT	DEL	264.447	0.806	0.003	0.015	N	NA
HDAC2	DEL	264.447	3.662	0.012	0.012	N	NA
CDKN2A	DEL	264.447	87.395	0.418	0.470	Y	NA
PTEN	DEL	264.447	59.917	0.247	0.314	Y	NA
MAPK1	DEL	264.447	2.617	0.009	0.009	N	NA
MAPK8	DEL	264.447	3.706	0.009	0.018	N	NA
GRAP2	MUT	264.447	0.815	0.006	0.006	N	NA
PDGFRA	AMPL	264.447	8.647	0.037	0.055	Y	NA
PPARA	DEL	264.447	1.859	0.009	0.009	N	NA
RYR2	MUT	17.925	1.437	0.024	0.079	N	NA
SEC61G	AMPL	13.315	6.041	0.101	0.317	N	NA
GABRA5	DEL	10.222	0.122	0.006	0.009	N	NA
PCDHGC5	MUT	2.721	2.288	0.085	0.110	N	NA
