RPS26	0.036	0.006	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NDUFA1	0.018	0.000	0.006	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
DARC	0.160	0.041	0.000	0.130	0.012	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF642	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TAS1R2	0.053	0.036	0.006	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
FGF23	0.053	0.024	0.018	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CAMK4	0.041	0.030	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CXCR4	0.024	0.018	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CEBPD	0.030	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MAPKAPK2	0.071	0.006	0.000	0.071	0.006	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MAN1C1	0.030	0.012	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GNG8	0.018	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TRAPPC3	0.024	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TIMM50	0.053	0.006	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PNMA1	0.018	0.000	0.006	0.012	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
OSMR	0.112	0.024	0.000	0.095	0.006	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CLDN23	0.059	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NSUN2	0.166	0.041	0.000	0.130	0.006	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF616	0.024	0.018	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NFE2L3	0.041	0.000	0.006	0.036	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
VEGFB	0.006	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
RBM9	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
COL4A6	0.077	0.065	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
