GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTB	AMPL	381.443	8.624	0.012	0.012	NA	NA
COL1A2	MUT	381.443	17.739	0.043	0.043	NA	NA
EGFR	AMPL	381.443	154.537	0.393	0.393	NA	NA
ITGB8	AMPL	381.443	8.310	0.015	0.015	NA	NA
NCF1	AMPL	381.443	8.939	0.018	0.018	NA	NA
CDKN2A	DEL	381.443	131.720	0.448	0.470	NA	NA
CUL1	AMPL	381.443	10.086	0.021	0.021	NA	NA
XRCC2	AMPL	381.443	7.739	0.015	0.018	NA	NA
CDKN2B	DEL	381.443	113.208	0.381	0.448	NA	NA
SNAPIN	AMPL	24.574	0.075	0.003	0.003	NA	NA
RASSF5	AMPL_MUT	12.722	0.039	0.003	0.003	NA	NA
PCDH11X	MUT	9.401	0.135	0.018	0.024	NA	NA
PCDHAC2	MUT	9.401	1.786	0.101	0.101	NA	NA
IFI16	AMPL	9.323	0.985	0.006	0.006	NA	NA
EZH2	AMPL	7.318	5.395	0.012	0.015	NA	NA
S100A8	AMPL	5.519	0.044	0.006	0.009	NA	NA
IKBKE	AMPL	3.414	0.010	0.003	0.003	NA	NA
KLHL9	DEL	3.110	23.768	0.104	0.229	NA	NA
ZNF212	AMPL	2.668	2.719	0.012	0.012	NA	NA
