GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANAPC1	MUT	313.358	2.243	0.006	0.006	NA	NA
CDKN2A	DEL	313.358	131.720	0.448	0.470	NA	NA
HLA-DRB1	AMPL	313.358	63.006	0.189	0.189	NA	NA
CDK5RAP2	MUT	313.358	0.955	0.003	0.006	NA	NA
EGFR	AMPL_MUT	313.358	154.537	0.393	0.393	NA	NA
COL20A1	MUT	313.358	1.724	0.006	0.006	NA	NA
LAMA3	MUT	313.358	4.357	0.012	0.012	NA	NA
TTN	MUT	313.358	28.658	0.052	0.207	NA	NA
CDKN2B	DEL	313.358	113.208	0.381	0.448	NA	NA
SEC61G	AMPL	6.661	42.857	0.162	0.317	NA	NA
EEF1A1	MUT	4.957	0.032	0.009	0.012	NA	NA
PCDH15	MUT	4.102	0.276	0.027	0.027	NA	NA
CACNA1C	MUT	3.160	0.969	0.012	0.015	NA	NA
