GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	408.087	131.575	0.448	0.470	NA	NA
CNTN2	AMPL	408.087	7.000	0.018	0.018	NA	NA
MDM2	AMPL	408.087	21.422	0.049	0.076	NA	NA
MDM4	AMPL	408.087	8.573	0.015	0.037	NA	NA
RABIF	AMPL	408.087	1.805	0.006	0.006	NA	NA
CDKN2B	DEL	408.087	113.020	0.381	0.448	NA	NA
MYOG	AMPL	408.087	1.244	0.003	0.006	NA	NA
PIK3C2B	AMPL	408.087	20.763	0.052	0.055	NA	NA
TEK	DEL	408.087	14.106	0.034	0.064	NA	NA
CACNA1H	DEL	9.870	1.549	0.027	0.043	NA	NA
ELAVL2	DEL	3.228	0.343	0.088	0.143	NA	NA
