GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDC23	MUT	313.657	0.956	0.003	0.003	NA	NA
IFI16	MUT	313.657	0.985	0.006	0.006	NA	NA
PLAT	MUT	313.657	0.956	0.003	0.006	NA	NA
CTNNA2	MUT	313.657	1.897	0.009	0.009	NA	NA
ITGA1	MUT	313.657	2.714	0.006	0.006	NA	NA
ITGAX	MUT	313.657	3.424	0.015	0.018	NA	NA
LAMB4	MUT	313.657	7.533	0.018	0.018	NA	NA
SRC	MUT	313.657	1.939	0.006	0.006	NA	NA
PCDHAC2	MUT	313.657	1.786	0.101	0.101	NA	NA
DMD	MUT	313.657	13.065	0.027	0.040	NA	NA
HLA-DRB1	AMPL	313.657	63.006	0.189	0.189	NA	NA
PDGFRA	MUT	313.657	19.283	0.055	0.055	NA	NA
GABRB3	MUT	26.862	7.494	0.021	0.021	NA	NA
SEC61G	AMPL	9.512	42.857	0.162	0.317	NA	NA
CEP70	MUT	7.758	0.059	0.006	0.009	NA	NA
