GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATRX	MUT	364.376	12.902	0.037	0.043	NA	NA
CDKN2A	DEL	364.376	131.720	0.448	0.470	NA	NA
TP53	MUT	364.376	117.992	0.284	0.284	NA	NA
PIK3CD	AMPL	364.376	5.198	0.012	0.012	NA	NA
CDKN2B	DEL	364.376	113.208	0.381	0.448	NA	NA
KLHL9	DEL	364.376	23.768	0.104	0.229	NA	NA
RALGDS	MUT	12.980	1.531	0.006	0.006	NA	NA
PCDH11Y	DEL	12.106	2.107	0.186	0.198	NA	NA
PRKY	DEL	3.180	41.272	0.162	0.195	NA	NA
TRPV6	MUT	2.684	2.719	0.009	0.024	NA	NA
