GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	337.956	131.720	0.448	0.470	NA	NA
COL4A4	MUT	337.956	2.909	0.009	0.009	NA	NA
EGFR	AMPL	337.956	154.537	0.393	0.393	NA	NA
CDKN2B	DEL	337.956	113.208	0.381	0.448	NA	NA
HLA-DQB1	DEL	337.956	1.900	0.006	0.006	NA	NA
DMD	DEL	337.956	13.065	0.027	0.040	NA	NA
SLC26A8	MUT	337.956	2.405	0.012	0.012	NA	NA
CACNA1I	MUT	8.640	1.407	0.012	0.012	NA	NA
FAT1	MUT	3.754	0.077	0.009	0.009	NA	NA
VASP	MUT	3.035	0.009	0.003	0.003	NA	NA
