GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	309.767	131.575	0.448	0.470	NA	NA
EGFR	MUT	309.767	155.506	0.393	0.393	NA	NA
PIK3CA	MUT	309.767	42.790	0.091	0.091	NA	NA
FBN2	MUT	309.767	7.301	0.018	0.021	NA	NA
PIK3CD	DEL	309.767	5.106	0.012	0.012	NA	NA
CDKN2B	DEL	309.767	113.020	0.381	0.448	NA	NA
FAT2	MUT	9.109	0.235	0.027	0.027	NA	NA
PCDHB13	MUT	9.109	0.087	0.012	0.012	NA	NA
ITPR1	MUT	5.666	1.036	0.012	0.012	NA	NA
ELAVL1	MUT	5.586	0.017	0.003	0.003	NA	NA
