GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTA2	DEL_MUT	403.095	12.936	0.027	0.027	NA	NA
ACTR1A	DEL	403.095	5.521	0.012	0.012	NA	NA
ANK1	DEL	403.095	6.770	0.024	0.037	NA	NA
FAS	DEL	403.095	8.782	0.018	0.024	NA	NA
DNAH9	MUT	403.095	6.696	0.027	0.027	NA	NA
ITGB1	DEL	403.095	8.359	0.018	0.018	NA	NA
LAMC3	MUT	403.095	4.735	0.015	0.015	NA	NA
MAPK8	DEL	403.095	9.556	0.018	0.018	NA	NA
PIK3CG	MUT	403.095	15.877	0.037	0.037	NA	NA
DNMBP	DEL	403.095	6.812	0.018	0.024	NA	NA
ERBB3	DEL	403.095	8.055	0.012	0.012	NA	NA
RIMS2	MUT	403.095	11.179	0.034	0.034	NA	NA
SLC18A2	DEL	403.095	7.181	0.018	0.018	NA	NA
VLDLR	DEL	403.095	2.544	0.006	0.012	NA	NA
BTRC	DEL	403.095	5.540	0.015	0.015	NA	NA
BUB3	DEL	403.095	9.875	0.021	0.021	NA	NA
CDK2	DEL	403.095	5.116	0.006	0.006	NA	NA
CDK4	AMPL	403.095	46.397	0.113	0.116	NA	NA
CDKN2A	DEL	403.095	131.720	0.448	0.470	NA	NA
CHAF1A	MUT	403.095	3.531	0.009	0.009	NA	NA
DNA2	DEL	403.095	8.871	0.021	0.021	NA	NA
SDCCAG8	AMPL	403.095	3.266	0.012	0.012	NA	NA
PTEN	DEL	403.095	98.650	0.290	0.314	NA	NA
PLAU	DEL	403.095	9.875	0.021	0.021	NA	NA
IFNG	DEL	403.095	15.768	0.034	0.034	NA	NA
STAT6	DEL	403.095	10.134	0.021	0.021	NA	NA
CDKN2B	DEL	403.095	113.208	0.381	0.448	NA	NA
EPC1	DEL	403.095	7.769	0.018	0.018	NA	NA
SMARCA2	DEL	403.095	6.764	0.015	0.021	NA	NA
SMARCC2	DEL	403.095	9.972	0.015	0.015	NA	NA
TCF7L2	DEL	403.095	7.732	0.021	0.021	NA	NA
BLNK	DEL	403.095	3.937	0.009	0.012	NA	NA
FGFR2	DEL	403.095	11.997	0.027	0.027	NA	NA
FLT1	MUT	403.095	7.552	0.018	0.018	NA	NA
SMC3	DEL	403.095	6.870	0.015	0.024	NA	NA
LRP1	DEL	403.095	17.638	0.034	0.034	NA	NA
EPPK1	MUT	403.095	3.079	0.015	0.018	NA	NA
GRK5	DEL	403.095	1.281	0.006	0.018	NA	NA
NACA	DEL	5.394	5.487	0.009	0.009	NA	NA
PSIP1	DEL	5.394	2.740	0.009	0.012	NA	NA
KCNV2	DEL	5.078	1.157	0.006	0.012	NA	NA
CDH23	DEL	4.052	2.423	0.030	0.030	NA	NA
CDH9	MUT	4.052	0.186	0.021	0.021	NA	NA
PCDH21	DEL	4.052	0.082	0.015	0.015	NA	NA
DDIT3	AMPL	3.655	7.113	0.018	0.073	NA	NA
