GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	MUT	268.913	154.537	0.393	0.393	NA	NA
GRB2	AMPL	268.913	0.820	0.003	0.003	NA	NA
RAB3GAP2	MUT	268.913	2.490	0.012	0.012	NA	NA
ITGB4	AMPL	268.913	3.991	0.012	0.012	NA	NA
HCLS1	MUT	268.913	1.786	0.009	0.009	NA	NA
KIT	AMPL	268.913	23.224	0.073	0.076	NA	NA
NCF1	MUT	268.913	8.939	0.018	0.018	NA	NA
TUBA4B	MUT	29.390	0.090	0.003	0.003	NA	NA
PCDHB6	MUT	12.799	0.051	0.006	0.006	NA	NA
CDKN2A	DEL	12.478	131.720	0.448	0.470	NA	NA
CDKN2B	DEL	12.478	113.208	0.381	0.448	NA	NA
SEC61G	AMPL	6.776	42.857	0.162	0.317	NA	NA
CNTNAP1	MUT	2.990	1.568	0.006	0.006	NA	NA
