GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	542.061	131.720	0.448	0.470	NA	NA
KIT	AMPL	542.061	23.224	0.073	0.076	NA	NA
SMARCC2	MUT	542.061	9.972	0.015	0.015	NA	NA
CDKN2B	DEL	542.061	113.208	0.381	0.448	NA	NA
GABRB3	MUT	542.061	7.494	0.021	0.021	NA	NA
GRIN2A	MUT	542.061	7.340	0.024	0.024	NA	NA
MAPK13	MUT	542.061	4.403	0.009	0.009	NA	NA
PLCG1	MUT	542.061	3.175	0.012	0.012	NA	NA
PGR	MUT	542.061	8.789	0.015	0.018	NA	NA
PTEN	MUT	542.061	98.650	0.290	0.314	NA	NA
PCM1	MUT	12.965	0.648	0.006	0.006	NA	NA
