GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTA2	DEL	429.576	12.936	0.027	0.027	NA	NA
CUBN	MUT	429.576	3.002	0.006	0.024	NA	NA
FAS	DEL	429.576	8.782	0.018	0.024	NA	NA
GABRG2	MUT	429.576	3.647	0.009	0.009	NA	NA
ADCY2	MUT	429.576	1.319	0.006	0.009	NA	NA
CD3G	MUT	40.481	14.312	0.027	0.030	NA	NA
CHEK2	MUT	40.481	3.873	0.012	0.024	NA	NA
CDKN2A	DEL	40.481	131.720	0.448	0.470	NA	NA
CDKN2B	DEL	40.481	113.208	0.381	0.448	NA	NA
RPA2	MUT	6.538	1.223	0.006	0.006	NA	NA
KCNB1	MUT	6.516	0.039	0.006	0.006	NA	NA
NF1	MUT	5.461	25.365	0.055	0.095	NA	NA
TEK	DEL	5.461	13.961	0.034	0.064	NA	NA
ELAVL2	DEL	5.415	0.343	0.088	0.143	NA	NA
CDH13	MUT	4.571	0.026	0.006	0.006	NA	NA
