GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATRX	MUT	420.152	12.902	0.037	0.043	NA	NA
CDK4	AMPL	420.152	46.397	0.113	0.116	NA	NA
MAPK13	AMPL	420.152	4.403	0.009	0.009	NA	NA
MDM4	MUT	420.152	8.670	0.015	0.037	NA	NA
PSMB8	MUT	420.152	3.015	0.006	0.006	NA	NA
RNF8	AMPL	420.152	1.308	0.006	0.006	NA	NA
SRPK1	AMPL	420.152	4.499	0.009	0.009	NA	NA
TP53	MUT	420.152	117.992	0.284	0.284	NA	NA
CEP250	MUT	420.152	2.297	0.009	0.009	NA	NA
PIK3R1	MUT	420.152	39.345	0.091	0.091	NA	NA
SLC26A8	AMPL	420.152	2.405	0.012	0.012	NA	NA
PCDHAC2	MUT	6.993	1.786	0.101	0.101	NA	NA
