GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
APEX2	AMPL	360.040	2.102	0.009	0.009	NA	NA
CASP9	MUT	360.040	2.790	0.006	0.006	NA	NA
CDKN2A	DEL	360.040	131.720	0.448	0.470	NA	NA
SMC1A	AMPL	360.040	3.051	0.012	0.015	NA	NA
TP53	MUT	360.040	117.992	0.284	0.284	NA	NA
GABRA6	MUT	360.040	7.765	0.024	0.027	NA	NA
PRKY	DEL	360.040	41.272	0.162	0.195	NA	NA
CDKN2B	DEL	360.040	113.208	0.381	0.448	NA	NA
PSIP1	DEL	360.040	2.740	0.009	0.012	NA	NA
PTEN	MUT	360.040	98.650	0.290	0.314	NA	NA
TEK	DEL	360.040	13.961	0.034	0.064	NA	NA
TBL1Y	DEL	360.040	28.989	0.067	0.195	NA	NA
FLT1	DEL	360.040	7.552	0.018	0.018	NA	NA
KLHL9	DEL	360.040	23.768	0.104	0.229	NA	NA
PCDH11Y	DEL	11.233	2.107	0.186	0.198	NA	NA
