GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK4	AMPL	359.983	46.397	0.113	0.116	NA	NA
MAPK1	MUT	359.983	3.295	0.009	0.009	NA	NA
TP53	MUT	359.983	117.992	0.284	0.284	NA	NA
MAP3K1	MUT	359.983	2.905	0.009	0.015	NA	NA
CEP135	AMPL	359.983	4.757	0.024	0.027	NA	NA
KIT	AMPL	359.983	23.224	0.073	0.076	NA	NA
HLA-DRB1	AMPL	359.983	63.006	0.189	0.189	NA	NA
PDGFRA	MUT	359.983	19.283	0.055	0.055	NA	NA
PTEN	MUT	359.983	98.650	0.290	0.314	NA	NA
KDR	AMPL	359.983	18.383	0.055	0.064	NA	NA
PCDH11X	MUT	3.885	0.135	0.018	0.024	NA	NA
