GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CUL1	MUT	370.922	10.086	0.021	0.021	NA	NA
FLNC	AMPL	370.922	9.457	0.024	0.024	NA	NA
HLA-A	DEL	370.922	4.993	0.009	0.009	NA	NA
MET	AMPL	370.922	12.625	0.030	0.030	NA	NA
RB1	MUT	370.922	30.243	0.067	0.070	NA	NA
TP53	MUT	370.922	117.992	0.284	0.284	NA	NA
PIK3CG	AMPL	370.922	15.877	0.037	0.037	NA	NA
NOD1	AMPL	370.922	4.849	0.012	0.021	NA	NA
PTEN	MUT	370.922	98.650	0.290	0.314	NA	NA
GNAT3	MUT	17.092	6.450	0.024	0.027	NA	NA
PCDHGC5	MUT	4.159	1.089	0.107	0.110	NA	NA
CHP2	MUT	3.358	2.474	0.006	0.006	NA	NA
