GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTA2	DEL	440.028	12.936	0.027	0.027	NA	NA
ACTR1A	DEL	440.028	5.521	0.012	0.012	NA	NA
BRCA1	MUT	440.028	4.881	0.012	0.012	NA	NA
CDC2	DEL	440.028	4.292	0.009	0.009	NA	NA
CDKN2A	DEL	440.028	131.720	0.448	0.470	NA	NA
DNA2	DEL	440.028	8.871	0.021	0.021	NA	NA
DFFB	DEL	440.028	5.836	0.009	0.009	NA	NA
HDAC2	DEL	440.028	5.677	0.012	0.012	NA	NA
EGFR	AMPL	440.028	154.537	0.393	0.393	NA	NA
FBLN1	DEL	440.028	2.886	0.009	0.012	NA	NA
FBLN2	MUT	440.028	6.173	0.018	0.018	NA	NA
ITGA8	DEL	440.028	5.061	0.015	0.015	NA	NA
ITGB1	DEL	440.028	8.359	0.018	0.018	NA	NA
SLC18A2	DEL	440.028	7.181	0.018	0.018	NA	NA
VAMP3	DEL	440.028	4.140	0.012	0.012	NA	NA
ZWINT	DEL	440.028	7.149	0.012	0.015	NA	NA
APITD1	DEL	440.028	1.342	0.003	0.003	NA	NA
BTRC	DEL	440.028	5.540	0.015	0.015	NA	NA
BUB3	DEL	440.028	9.875	0.021	0.021	NA	NA
FYN	DEL	440.028	1.342	0.003	0.003	NA	NA
MAPK1	DEL	440.028	3.295	0.009	0.009	NA	NA
NCAPG	MUT	440.028	1.363	0.006	0.009	NA	NA
PRKCQ	DEL	440.028	5.044	0.015	0.015	NA	NA
SMC3	DEL	440.028	6.870	0.015	0.024	NA	NA
CREM	DEL	440.028	4.292	0.009	0.012	NA	NA
PLAU	DEL	440.028	9.875	0.021	0.021	NA	NA
GRAP2	MUT	440.028	2.059	0.006	0.006	NA	NA
PTEN	DEL	440.028	98.650	0.290	0.314	NA	NA
LAMA4	DEL	440.028	2.404	0.006	0.006	NA	NA
ANK3	DEL	440.028	1.360	0.006	0.012	NA	NA
BCR	DEL	440.028	3.659	0.009	0.009	NA	NA
MAPK8	DEL	440.028	9.556	0.018	0.018	NA	NA
PIK3CD	DEL	440.028	5.198	0.012	0.012	NA	NA
CALML5	DEL	440.028	2.846	0.015	0.015	NA	NA
RYR2	MUT	440.028	13.193	0.052	0.079	NA	NA
RYR3	DEL	440.028	2.313	0.040	0.052	NA	NA
TJP1	DEL	440.028	1.393	0.009	0.009	NA	NA
BLNK	DEL	440.028	3.937	0.009	0.012	NA	NA
FGFR1	MUT	440.028	7.558	0.012	0.012	NA	NA
FGFR2	DEL	440.028	11.997	0.027	0.027	NA	NA
PDGFRA	AMPL	440.028	19.283	0.055	0.055	NA	NA
EPC1	DEL	440.028	7.769	0.018	0.018	NA	NA
ADAM12	DEL	440.028	9.839	0.021	0.024	NA	NA
PPARA	DEL	440.028	2.503	0.009	0.009	NA	NA
CRKL	DEL	440.028	3.143	0.006	0.006	NA	NA
CDKN2B	DEL	440.028	113.208	0.381	0.448	NA	NA
TCF7L2	DEL	440.028	7.732	0.021	0.021	NA	NA
SEC61G	AMPL	13.315	42.857	0.162	0.317	NA	NA
GABRA5	DEL	10.222	1.104	0.009	0.009	NA	NA
GABRB3	DEL	10.222	7.494	0.021	0.021	NA	NA
CDH23	DEL	5.788	2.423	0.030	0.030	NA	NA
CELSR1	DEL	5.788	0.189	0.015	0.015	NA	NA
PCDH15	DEL	5.788	0.276	0.027	0.027	NA	NA
PCDH21	DEL	5.788	0.082	0.015	0.015	NA	NA
PCDH9	MUT	5.788	0.140	0.015	0.015	NA	NA
PCDHGC5	MUT	5.788	1.089	0.107	0.110	NA	NA
