GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CASP9	AMPL	555.163	2.790	0.006	0.006	NA	NA
COL11A2	MUT	555.163	4.537	0.012	0.018	NA	NA
LAMA1	MUT	555.163	9.640	0.018	0.018	NA	NA
PIK3CA	MUT	555.163	42.457	0.091	0.091	NA	NA
GADD45A	AMPL	555.163	1.693	0.003	0.003	NA	NA
CUBN	MUT	555.163	3.002	0.006	0.024	NA	NA
GNG12	AMPL	555.163	1.693	0.003	0.003	NA	NA
LRRC7	AMPL	555.163	1.876	0.015	0.015	NA	NA
IL12RB2	AMPL	555.163	2.661	0.009	0.009	NA	NA
NF1	MUT	555.163	25.365	0.055	0.095	NA	NA
PCDHAC2	MUT	15.066	1.786	0.101	0.101	NA	NA
SFRS11	AMPL	15.027	0.046	0.003	0.003	NA	NA
