GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AKAP9	MUT	875.586	8.348	0.024	0.027	NA	NA
AMPH	MUT	875.586	13.561	0.021	0.021	NA	NA
DMD	MUT	875.586	13.168	0.027	0.040	NA	NA
EGFR	MUT	875.586	155.506	0.393	0.393	NA	NA
ESR1	MUT	875.586	2.669	0.003	0.003	NA	NA
HLA-DRB1	AMPL	875.586	63.512	0.189	0.189	NA	NA
IGF2R	MUT	875.586	4.028	0.006	0.006	NA	NA
ITGB1	MUT	875.586	8.243	0.018	0.018	NA	NA
TTN	MUT	875.586	28.574	0.052	0.207	NA	NA
MMP7	MUT	875.586	3.231	0.006	0.006	NA	NA
FGFR3	MUT	875.586	6.708	0.015	0.015	NA	NA
STXBP1	MUT	875.586	2.702	0.006	0.006	NA	NA
E2F4	MUT	875.586	2.669	0.003	0.003	NA	NA
IKZF3	MUT	875.586	2.679	0.006	0.006	NA	NA
PPP2R1B	MUT	875.586	2.669	0.003	0.006	NA	NA
CDH18	MUT	18.752	0.335	0.018	0.027	NA	NA
CDH23	MUT	18.752	2.441	0.030	0.030	NA	NA
TCF12	MUT	9.184	2.001	0.009	0.012	NA	NA
