GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	356.188	131.575	0.448	0.470	NA	NA
CDKN2B	DEL	356.188	113.020	0.381	0.448	NA	NA
EGFR	MUT	356.188	155.506	0.393	0.393	NA	NA
GABRA4	MUT	356.188	3.693	0.009	0.012	NA	NA
PIK3CA	MUT	356.188	42.790	0.091	0.091	NA	NA
CNTN2	MUT	356.188	7.000	0.018	0.018	NA	NA
COL11A2	MUT	356.188	4.622	0.012	0.018	NA	NA
FBN2	MUT	356.188	7.301	0.018	0.021	NA	NA
LAMA4	MUT	356.188	2.265	0.006	0.006	NA	NA
RELN	MUT	356.188	5.385	0.015	0.046	NA	NA
TBL1Y	DEL	356.188	29.167	0.067	0.195	NA	NA
PRKY	DEL	6.487	41.472	0.162	0.195	NA	NA
PCDHGC5	MUT	4.056	1.102	0.107	0.110	NA	NA
