GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANK2	MUT	431.213	11.137	0.030	0.030	NA	NA
COL1A1	MUT	431.213	6.896	0.012	0.012	NA	NA
COL4A1	MUT	431.213	2.735	0.009	0.009	NA	NA
COL6A2	MUT	431.213	11.904	0.027	0.027	NA	NA
CTNNB1	MUT	431.213	2.153	0.006	0.006	NA	NA
FGFR1	MUT	431.213	7.558	0.012	0.012	NA	NA
ITGB3	MUT	431.213	5.846	0.012	0.012	NA	NA
CDKN2A	DEL	431.213	131.720	0.448	0.470	NA	NA
CDKN2B	DEL	431.213	113.208	0.381	0.448	NA	NA
CTDSP2	MUT	431.213	8.878	0.018	0.095	NA	NA
MYST4	MUT	431.213	4.523	0.012	0.030	NA	NA
VLDLR	MUT	431.213	2.544	0.006	0.012	NA	NA
CDH23	MUT	431.213	2.423	0.030	0.030	NA	NA
PTEN	MUT	431.213	98.650	0.290	0.314	NA	NA
MET	MUT	431.213	12.625	0.030	0.030	NA	NA
MLLT4	DEL	431.213	6.371	0.015	0.015	NA	NA
APC	MUT	431.213	4.061	0.006	0.006	NA	NA
KLHL9	DEL	3.370	23.768	0.104	0.229	NA	NA
