GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
HLA-DRB1	AMPL	257.604	63.006	0.189	0.189	NA	NA
PIK3CG	MUT	257.604	15.877	0.037	0.037	NA	NA
STAT6	MUT	257.604	10.134	0.021	0.021	NA	NA
IKZF1	MUT	257.604	14.406	0.030	0.030	NA	NA
MCM3	MUT	257.604	0.930	0.006	0.006	NA	NA
TP53	MUT	257.604	117.992	0.284	0.284	NA	NA
ITGAX	MUT	257.604	3.424	0.015	0.018	NA	NA
PRKCD	MUT	257.604	1.934	0.009	0.009	NA	NA
RYR3	MUT	13.507	2.313	0.040	0.052	NA	NA
PCDHGC5	MUT	5.117	1.089	0.107	0.110	NA	NA
