GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCYAP1R1	AMPL	866.317	5.481	0.006	0.018	NA	NA
AMPH	AMPL	866.317	13.070	0.021	0.021	NA	NA
CCT6A	AMPL	866.317	8.241	0.058	0.082	NA	NA
CD3G	AMPL	866.317	14.312	0.027	0.030	NA	NA
EGFR	AMPL	866.317	154.537	0.393	0.393	NA	NA
GLI3	AMPL	866.317	11.426	0.018	0.018	NA	NA
GRIN2A	MUT	866.317	7.340	0.024	0.024	NA	NA
HOXA9	AMPL	866.317	6.350	0.009	0.015	NA	NA
NF1	MUT	866.317	25.365	0.055	0.095	NA	NA
PPIA	AMPL	866.317	11.143	0.018	0.018	NA	NA
PRKY	DEL	866.317	41.272	0.162	0.195	NA	NA
RALA	AMPL	866.317	5.744	0.012	0.012	NA	NA
SEC61G	AMPL	866.317	42.857	0.162	0.317	NA	NA
CDKN2A	DEL	866.317	131.720	0.448	0.470	NA	NA
CDKN2B	DEL	866.317	113.208	0.381	0.448	NA	NA
HUS1	AMPL	866.317	10.125	0.015	0.018	NA	NA
PSMA2	AMPL	866.317	10.125	0.015	0.015	NA	NA
IKZF1	AMPL	866.317	14.406	0.030	0.030	NA	NA
MORF4L1	MUT	866.317	2.641	0.003	0.003	NA	NA
NOS1	MUT	866.317	9.222	0.018	0.018	NA	NA
TEK	DEL	866.317	13.961	0.034	0.064	NA	NA
TBL1Y	DEL	866.317	28.989	0.067	0.195	NA	NA
ATN1	MUT	866.317	5.394	0.012	0.015	NA	NA
DBNL	AMPL	866.317	5.366	0.012	0.018	NA	NA
KLHL9	DEL	866.317	23.768	0.104	0.229	NA	NA
PCDH11Y	DEL	33.071	2.107	0.186	0.198	NA	NA
IGFBP3	AMPL	5.701	5.879	0.018	0.018	NA	NA
ELAVL2	DEL	3.685	0.343	0.088	0.143	NA	NA
NOD1	AMPL	3.191	4.849	0.012	0.021	NA	NA
