GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
APOB	MUT	280.602	6.264	0.012	0.040	NA	NA
CDKN2B	DEL	280.602	113.208	0.381	0.448	NA	NA
HLA-DRB1	AMPL	280.602	63.006	0.189	0.189	NA	NA
MAPK1	MUT	280.602	3.295	0.009	0.009	NA	NA
PIK3CA	MUT	280.602	42.457	0.091	0.091	NA	NA
NRXN1	MUT	280.602	4.727	0.009	0.015	NA	NA
GLI1	MUT	280.602	22.361	0.040	0.064	NA	NA
CDKN2A	DEL	280.602	131.720	0.448	0.470	NA	NA
EIF4A1	MUT	280.602	0.855	0.003	0.003	NA	NA
KCNB1	MUT	6.404	0.039	0.006	0.006	NA	NA
CDH7	MUT	3.450	0.062	0.006	0.006	NA	NA
DCHS2	MUT	3.450	0.093	0.015	0.015	NA	NA
PCDH7	MUT	3.450	0.095	0.012	0.012	NA	NA
PCDHAC2	MUT	3.450	1.786	0.101	0.101	NA	NA
FBN2	MUT	2.989	7.253	0.018	0.021	NA	NA
KLHL9	DEL	2.708	23.768	0.104	0.229	NA	NA
ELAVL2	DEL	2.692	0.343	0.088	0.143	NA	NA
