GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANK2	MUT	253.864	11.137	0.030	0.030	NA	NA
MDM2	AMPL	253.864	21.170	0.049	0.076	NA	NA
RYR2	MUT	253.864	13.193	0.052	0.079	NA	NA
SYNJ2	MUT	253.864	2.047	0.006	0.009	NA	NA
IGFBP7	AMPL	253.864	2.397	0.012	0.015	NA	NA
KDR	AMPL	253.864	18.383	0.055	0.064	NA	NA
KIT	AMPL	253.864	23.224	0.073	0.076	NA	NA
PDGFRA	AMPL	253.864	19.283	0.055	0.055	NA	NA
CDC27	MUT	39.435	2.152	0.015	0.015	NA	NA
SGCB	AMPL	39.435	0.120	0.003	0.024	NA	NA
GNAT3	MUT	18.172	6.450	0.024	0.027	NA	NA
DDIT3	AMPL	9.214	7.113	0.018	0.073	NA	NA
CEP135	AMPL	5.280	4.757	0.024	0.027	NA	NA
DCTN2	AMPL_MUT	5.280	25.139	0.061	0.064	NA	NA
KIF5A	AMPL	5.280	15.137	0.037	0.064	NA	NA
