GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDH23	DEL	279.535	2.441	0.030	0.030	NA	NA
EGFR	MUT	279.535	155.506	0.393	0.393	NA	NA
CTNNB1	MUT	279.535	2.158	0.006	0.006	NA	NA
HLA-DRB1	AMPL	279.535	63.512	0.189	0.189	NA	NA
NFATC1	MUT	279.535	0.852	0.003	0.003	NA	NA
KDR	MUT	279.535	18.540	0.055	0.064	NA	NA
PTEN	MUT	279.535	98.845	0.290	0.314	NA	NA
CACNA1D	MUT	28.505	3.107	0.009	0.012	NA	NA
RYR2	MUT	28.505	13.086	0.049	0.079	NA	NA
ZNF274	MUT	2.947	0.009	0.003	0.006	NA	NA
