GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL1A2	AMPL	333.759	17.739	0.043	0.043	NA	NA
EGFR	MUT	333.759	154.537	0.393	0.393	NA	NA
PPIA	AMPL	333.759	11.143	0.018	0.018	NA	NA
SRI	AMPL	333.759	1.673	0.015	0.015	NA	NA
GNAT3	AMPL	333.759	6.450	0.024	0.027	NA	NA
IGFBP3	AMPL	333.759	5.879	0.018	0.018	NA	NA
NCF1	AMPL	333.759	8.939	0.018	0.018	NA	NA
GRB10	AMPL	333.759	10.617	0.021	0.027	NA	NA
HGF	AMPL	333.759	6.510	0.018	0.018	NA	NA
CDK6	AMPL	12.789	6.246	0.018	0.018	NA	NA
CDKN2A	DEL	12.789	131.720	0.448	0.470	NA	NA
CDKN2B	DEL	12.789	113.208	0.381	0.448	NA	NA
DBNL	AMPL	3.693	5.366	0.012	0.018	NA	NA
IKZF1	AMPL	3.232	14.406	0.030	0.030	NA	NA
