GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BCR	MUT	482.127	3.659	0.009	0.009	NA	NA
CBL	MUT	482.127	2.150	0.006	0.006	NA	NA
ERBB3	MUT	482.127	8.055	0.012	0.012	NA	NA
NOS3	AMPL_MUT	482.127	12.656	0.027	0.027	NA	NA
TP53	MUT	482.127	117.992	0.284	0.284	NA	NA
CDKN2A	MUT	482.127	131.720	0.448	0.470	NA	NA
MAPK13	MUT	482.127	4.403	0.009	0.009	NA	NA
PGR	MUT	482.127	8.789	0.015	0.018	NA	NA
MSH6	MUT	482.127	6.613	0.015	0.018	NA	NA
COL1A1	MUT	482.127	6.896	0.012	0.012	NA	NA
COL6A2	MUT	482.127	11.904	0.027	0.027	NA	NA
FN1	MUT	482.127	9.568	0.018	0.018	NA	NA
ITGB3	MUT	482.127	5.846	0.012	0.012	NA	NA
DSP	MUT	482.127	7.647	0.012	0.030	NA	NA
LYN	MUT	482.127	3.778	0.009	0.009	NA	NA
PRKCA	MUT	482.127	2.961	0.006	0.006	NA	NA
GLI3	MUT	482.127	11.426	0.018	0.018	NA	NA
KIT	MUT	482.127	23.224	0.073	0.076	NA	NA
PDGFRB	MUT	482.127	3.007	0.009	0.012	NA	NA
ANK1	MUT	6.610	6.770	0.024	0.037	NA	NA
PCDH24	AMPL	6.255	0.019	0.003	0.003	NA	NA
ELAVL2	MUT	3.205	0.343	0.088	0.143	NA	NA
