GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCY5	MUT	432.099	1.327	0.006	0.018	NA	NA
AKAP9	AMPL	432.099	8.270	0.024	0.027	NA	NA
CAV1	AMPL	432.099	4.611	0.009	0.009	NA	NA
CFTR	AMPL	432.099	12.316	0.021	0.021	NA	NA
EGFR	AMPL	432.099	154.537	0.393	0.393	NA	NA
GABRA4	MUT	432.099	3.657	0.009	0.012	NA	NA
PIK3CG	AMPL	432.099	15.877	0.037	0.037	NA	NA
COL1A2	AMPL	432.099	17.739	0.043	0.043	NA	NA
LAMB1	AMPL	432.099	6.700	0.015	0.015	NA	NA
LAMB4	AMPL	432.099	7.533	0.018	0.018	NA	NA
NCF1	AMPL	432.099	8.939	0.018	0.018	NA	NA
MET	AMPL	432.099	12.625	0.030	0.030	NA	NA
CDK6	AMPL	432.099	6.246	0.018	0.018	NA	NA
DBF4	AMPL	432.099	4.043	0.009	0.012	NA	NA
MCM7	AMPL	432.099	4.027	0.009	0.012	NA	NA
XRCC2	AMPL	432.099	7.739	0.015	0.018	NA	NA
CUL1	AMPL	432.099	10.086	0.021	0.021	NA	NA
PSMC2	AMPL	432.099	4.010	0.006	0.006	NA	NA
WEE2	AMPL	432.099	6.089	0.012	0.015	NA	NA
MDFIC	AMPL	432.099	4.010	0.006	0.009	NA	NA
ZNF3	AMPL	432.099	5.682	0.009	0.012	NA	NA
RASGRF1	MUT	432.099	1.694	0.009	0.009	NA	NA
FLNC	AMPL	432.099	9.457	0.024	0.024	NA	NA
NF1	MUT	432.099	25.365	0.055	0.095	NA	NA
NOS3	AMPL	432.099	12.656	0.027	0.027	NA	NA
EZH2	AMPL	432.099	5.395	0.012	0.015	NA	NA
TBL1Y	DEL	432.099	28.989	0.067	0.195	NA	NA
CASP2	AMPL	432.099	4.010	0.006	0.006	NA	NA
HGF	AMPL	432.099	6.510	0.018	0.018	NA	NA
PCDH11Y	DEL	6.240	2.107	0.186	0.198	NA	NA
PCDHAC2	MUT	6.240	1.786	0.101	0.101	NA	NA
SRI	AMPL	5.441	1.673	0.015	0.015	NA	NA
PRKY	DEL	3.435	41.272	0.162	0.195	NA	NA
TES	AMPL	3.421	2.711	0.009	0.018	NA	NA
ASNS	AMPL	3.296	0.871	0.006	0.009	NA	NA
ZNF212	AMPL	3.296	2.719	0.012	0.012	NA	NA
