GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
APEX2	MUT	326.339	2.094	0.009	0.009	NA	NA
CDKN2A	DEL	326.339	130.709	0.448	0.470	NA	NA
CEP250	MUT	326.339	2.238	0.009	0.009	NA	NA
EGFR	AMPL_MUT	326.339	154.344	0.393	0.393	NA	NA
GABRA6	MUT	326.339	7.766	0.024	0.027	NA	NA
PTEN	MUT	326.339	98.041	0.290	0.314	NA	NA
NOS1	MUT	326.339	9.259	0.018	0.018	NA	NA
TEK	DEL	326.339	14.015	0.034	0.064	NA	NA
TTN	MUT	2.845	28.475	0.052	0.207	NA	NA
CDKN2B	DEL	2.767	112.332	0.381	0.448	NA	NA
