GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	207.701	131.720	0.448	0.470	NA	NA
IL12RB2	MUT	207.701	2.661	0.009	0.009	NA	NA
MAP3K1	MUT	207.701	2.905	0.009	0.015	NA	NA
PTK2B	MUT	207.701	1.234	0.006	0.006	NA	NA
PTEN	DEL	207.701	98.650	0.290	0.314	NA	NA
PAX5	MUT	207.701	0.633	0.003	0.003	NA	NA
RERE	MUT	207.701	8.568	0.018	0.027	NA	NA
PDGFRA	AMPL_MUT	207.701	19.283	0.055	0.055	NA	NA
CDKN2B	DEL	207.701	113.208	0.381	0.448	NA	NA
MSH6	MUT	10.908	6.613	0.015	0.018	NA	NA
PRKY	DEL	9.349	41.272	0.162	0.195	NA	NA
ELAVL2	DEL	3.638	0.343	0.088	0.143	NA	NA
PCDH11Y	DEL	3.506	2.107	0.186	0.198	NA	NA
