GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATRX	MUT	126.646	12.902	0.037	0.043	NA	NA
CDK4	AMPL	126.646	46.397	0.113	0.116	NA	NA
CDK6	AMPL	126.646	6.246	0.018	0.018	NA	NA
TP53	MUT	126.646	117.992	0.284	0.284	NA	NA
DCTN2	AMPL	126.646	25.139	0.061	0.064	NA	NA
KDR	AMPL	126.646	18.383	0.055	0.064	NA	NA
KIT	AMPL	126.646	23.224	0.073	0.076	NA	NA
PDGFRA	AMPL	126.646	19.283	0.055	0.055	NA	NA
RALA	AMPL	126.646	5.744	0.012	0.012	NA	NA
DDIT3	AMPL	126.646	7.113	0.018	0.073	NA	NA
GRASP	AMPL	26.514	0.081	0.003	0.003	NA	NA
ACVR1B	AMPL	6.803	0.021	0.003	0.003	NA	NA
KCNS3	AMPL	2.865	0.029	0.006	0.009	NA	NA
