GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	433.223	130.709	0.448	0.470	NA	NA
CDKN2B	DEL	433.223	112.332	0.381	0.448	NA	NA
DOCK2	MUT	433.223	3.506	0.012	0.018	NA	NA
EGFR	AMPL_MUT	433.223	154.344	0.393	0.393	NA	NA
PRKY	DEL	433.223	41.284	0.162	0.195	NA	NA
FBLN2	MUT	433.223	5.996	0.018	0.018	NA	NA
LAMB4	MUT	433.223	7.510	0.018	0.018	NA	NA
SCML2	MUT	433.223	1.329	0.006	0.006	NA	NA
HLA-DRB1	AMPL	433.223	62.907	0.189	0.189	NA	NA
DCHS2	MUT	7.267	0.093	0.015	0.015	NA	NA
PCDH11Y	DEL	7.267	2.107	0.186	0.198	NA	NA
