GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNA1D	MUT	807.957	3.086	0.009	0.012	NA	NA
CHP2	MUT	807.957	2.474	0.006	0.006	NA	NA
COL1A2	MUT	807.957	17.739	0.043	0.043	NA	NA
EGFR	AMPL_MUT	807.957	154.537	0.393	0.393	NA	NA
LAMA1	MUT	807.957	9.640	0.018	0.018	NA	NA
SEC61G	AMPL	807.957	42.857	0.162	0.317	NA	NA
TUBA3C	MUT	807.957	2.515	0.006	0.012	NA	NA
PTEN	MUT	807.957	98.650	0.290	0.314	NA	NA
TTN	MUT	807.957	28.658	0.052	0.207	NA	NA
CDKN2A	DEL	807.957	131.720	0.448	0.470	NA	NA
CDKN2B	DEL	807.957	113.208	0.381	0.448	NA	NA
FOXG1	MUT	807.957	2.463	0.003	0.009	NA	NA
FCER1A	MUT	807.957	2.463	0.003	0.006	NA	NA
HLA-DRB1	AMPL	807.957	63.006	0.189	0.189	NA	NA
PCDHGC5	MUT	34.539	1.089	0.107	0.110	NA	NA
KCNA4	MUT	4.265	0.024	0.006	0.006	NA	NA
