GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL5A2	MUT	333.105	1.841	0.006	0.006	NA	NA
EGFR	AMPL	333.105	154.537	0.393	0.393	NA	NA
IGFBP3	AMPL	333.105	5.879	0.018	0.018	NA	NA
NRXN1	MUT	333.105	4.727	0.009	0.015	NA	NA
GLI3	AMPL	333.105	11.426	0.018	0.018	NA	NA
PPIA	AMPL	333.105	11.143	0.018	0.018	NA	NA
HUS1	AMPL	333.105	10.125	0.015	0.018	NA	NA
NFKBIA	MUT	333.105	1.016	0.003	0.003	NA	NA
PSMA2	AMPL	333.105	10.125	0.015	0.015	NA	NA
HOXA9	AMPL	333.105	6.350	0.009	0.015	NA	NA
NOD1	AMPL	333.105	4.849	0.012	0.021	NA	NA
DBNL	AMPL	6.645	5.366	0.012	0.018	NA	NA
