GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EPPK1	MUT	308.439	3.079	0.015	0.018	NA	NA
EPS8	MUT	308.439	0.940	0.003	0.006	NA	NA
FRS2	AMPL	308.439	9.653	0.024	0.024	NA	NA
GABRA6	MUT	308.439	7.765	0.024	0.027	NA	NA
GLI1	AMPL	308.439	22.361	0.040	0.064	NA	NA
LRP1	AMPL	308.439	17.638	0.034	0.034	NA	NA
PTPRB	AMPL	308.439	10.341	0.021	0.021	NA	NA
STAT6	AMPL	308.439	10.134	0.021	0.021	NA	NA
IFNG	AMPL	308.439	15.768	0.034	0.034	NA	NA
CDK4	AMPL	35.324	46.397	0.113	0.116	NA	NA
