GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	877.723	131.720	0.448	0.470	NA	NA
ERG	MUT	877.723	5.963	0.012	0.012	NA	NA
MDM4	AMPL	877.723	8.670	0.015	0.037	NA	NA
CDKN2B	DEL	877.723	113.208	0.381	0.448	NA	NA
EGFR	AMPL	877.723	154.537	0.393	0.393	NA	NA
F2	MUT	877.723	4.234	0.006	0.006	NA	NA
GABRB3	MUT	877.723	7.494	0.021	0.021	NA	NA
PIK3CA	MUT	877.723	42.457	0.091	0.091	NA	NA
CNTN2	AMPL	877.723	7.019	0.018	0.018	NA	NA
LAMB3	MUT	877.723	5.756	0.012	0.012	NA	NA
CENPF	MUT	877.723	8.101	0.012	0.012	NA	NA
VAV1	MUT	877.723	6.657	0.009	0.009	NA	NA
SREBF1	MUT	877.723	2.676	0.003	0.003	NA	NA
PIK3C2B	AMPL	877.723	21.359	0.052	0.055	NA	NA
KIR3DL2	MUT	877.723	2.774	0.006	0.018	NA	NA
SEC61G	AMPL	21.077	42.857	0.162	0.317	NA	NA
CCT6A	AMPL	16.556	8.241	0.058	0.082	NA	NA
PCDHAC2	MUT	9.450	1.786	0.101	0.101	NA	NA
