GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BMI1	AMPL	244.069	0.744	0.003	0.015	NA	NA
CEP135	AMPL	244.069	4.757	0.024	0.027	NA	NA
ERBB2	MUT	244.069	4.346	0.021	0.021	NA	NA
PPP2R5D	MUT	244.069	0.744	0.003	0.003	NA	NA
PRKCQ	AMPL	244.069	5.044	0.015	0.015	NA	NA
KDR	AMPL	244.069	18.383	0.055	0.064	NA	NA
KIT	AMPL	244.069	23.224	0.073	0.076	NA	NA
ITGA8	AMPL	67.963	5.061	0.015	0.015	NA	NA
ITGB1	AMPL	67.963	8.359	0.018	0.018	NA	NA
CALML5	AMPL	23.727	2.846	0.015	0.015	NA	NA
PCDH9	DEL	18.669	0.140	0.015	0.015	NA	NA
IGFBP7	AMPL	12.483	2.397	0.012	0.015	NA	NA
CUGBP2	AMPL	5.045	0.015	0.003	0.012	NA	NA
EPC1	AMPL	4.097	7.769	0.018	0.018	NA	NA
