GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CEP63	DEL	724.944	4.452	0.009	0.009	NA	NA
IRS4	AMPL	724.944	4.302	0.006	0.012	NA	NA
PRKX	DEL	724.944	4.485	0.006	0.006	NA	NA
TP53	MUT	724.944	115.122	0.283	0.283	NA	NA
OFD1	DEL	724.944	2.238	0.006	0.006	NA	NA
ITGAD	MUT	724.944	2.389	0.006	0.006	NA	NA
ZNF224	DEL	22.146	0.067	0.003	0.003	NA	NA
PCDH19	MUT	18.075	0.147	0.018	0.018	NA	NA
GYG2	DEL	5.693	0.461	0.006	0.006	NA	NA
CLCN4	DEL	3.349	0.010	0.003	0.006	NA	NA
