GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	199.567	131.720	0.448	0.470	NA	NA
CREBBP	MUT	199.567	5.036	0.015	0.015	NA	NA
PPP3CC	DEL	199.567	0.608	0.003	0.003	NA	NA
EGFR	AMPL	199.567	154.537	0.393	0.393	NA	NA
FBLN2	MUT	199.567	6.173	0.018	0.018	NA	NA
PCM1	DEL	199.567	0.648	0.006	0.006	NA	NA
CDKN2B	DEL	199.567	113.208	0.381	0.448	NA	NA
SEC61G	AMPL	11.476	42.857	0.162	0.317	NA	NA
CCT6A	AMPL	9.903	8.241	0.058	0.082	NA	NA
RAD21	MUT	9.113	0.028	0.003	0.003	NA	NA
KLHL9	DEL	2.883	23.768	0.104	0.229	NA	NA
