GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADAM12	DEL	442.406	9.839	0.021	0.024	NA	NA
BUB3	DEL	442.406	9.875	0.021	0.021	NA	NA
CDKN2A	DEL	442.406	131.720	0.448	0.470	NA	NA
ERG	DEL	442.406	5.963	0.012	0.012	NA	NA
EGFR	MUT	442.406	154.537	0.393	0.393	NA	NA
FGFR2	DEL	442.406	11.997	0.027	0.027	NA	NA
SLC18A2	DEL	442.406	7.181	0.018	0.018	NA	NA
PLAU	DEL	442.406	9.875	0.021	0.021	NA	NA
ETS2	DEL	442.406	1.349	0.003	0.003	NA	NA
SMC3	DEL	442.406	6.870	0.015	0.024	NA	NA
FLNA	MUT	442.406	5.389	0.018	0.018	NA	NA
FLNC	MUT	442.406	9.457	0.024	0.024	NA	NA
CDKN2B	DEL	442.406	113.208	0.381	0.448	NA	NA
TCF7L2	DEL	442.406	7.732	0.021	0.021	NA	NA
SEC61G	AMPL	13.655	42.857	0.162	0.317	NA	NA
PCDH21	DEL	6.583	0.082	0.015	0.015	NA	NA
PPP3CB	DEL	3.464	1.255	0.018	0.024	NA	NA
