GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATM	MUT	430.127	7.522	0.018	0.018	NA	NA
CCNE2	AMPL	430.127	1.568	0.006	0.006	NA	NA
COL6A3	MUT	430.127	12.815	0.034	0.034	NA	NA
PIK3R1	MUT	430.127	39.522	0.091	0.091	NA	NA
SYNJ1	AMPL	430.127	2.622	0.006	0.006	NA	NA
RB1	DEL	430.127	30.477	0.067	0.070	NA	NA
HLA-DRB1	AMPL	430.127	63.512	0.189	0.189	NA	NA
PTEN	MUT	430.127	98.845	0.290	0.314	NA	NA
PRKY	DEL	10.851	41.472	0.162	0.195	NA	NA
PCDH11Y	DEL	10.417	2.133	0.186	0.198	NA	NA
ADCY2	MUT	3.021	0.022	0.006	0.009	NA	NA
