GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL10A1	MUT	398.742	1.216	0.003	0.006	NA	NA
FLNC	MUT	398.742	9.457	0.024	0.024	NA	NA
DNMBP	MUT	398.742	6.812	0.018	0.024	NA	NA
EGFR	AMPL	398.742	154.537	0.393	0.393	NA	NA
DOCK2	MUT	398.742	3.405	0.012	0.018	NA	NA
KDR	AMPL	398.742	18.383	0.055	0.064	NA	NA
KIT	AMPL	398.742	23.224	0.073	0.076	NA	NA
PTEN	MUT	398.742	98.650	0.290	0.314	NA	NA
CDKN2A	DEL	19.792	131.720	0.448	0.470	NA	NA
PCDH7	MUT	10.103	0.095	0.012	0.012	NA	NA
PRKDC	MUT	2.758	3.707	0.021	0.021	NA	NA
