GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	295.931	131.575	0.448	0.470	NA	NA
PTEN	MUT	295.931	98.845	0.290	0.314	NA	NA
EGFR	AMPL_MUT	295.931	155.506	0.393	0.393	NA	NA
KDR	AMPL	295.931	18.540	0.055	0.064	NA	NA
KIT	AMPL	295.931	23.104	0.073	0.076	NA	NA
PCDHGC5	MUT	14.453	1.102	0.107	0.110	NA	NA
MYF5	MUT	14.208	1.026	0.006	0.006	NA	NA
SEC61G	AMPL	7.989	42.745	0.088	0.317	NA	NA
PPP3CB	MUT	3.797	1.267	0.018	0.024	NA	NA
PRKCQ	MUT	2.625	4.926	0.015	0.015	NA	NA
