GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CTNNA2	MUT	300.282	1.897	0.009	0.009	NA	NA
EGFR	MUT	300.282	154.344	0.393	0.393	NA	NA
RAB3GAP2	MUT	300.282	2.490	0.012	0.012	NA	NA
FLNB	MUT	300.282	0.936	0.006	0.006	NA	NA
PTPRC	MUT	300.282	3.723	0.006	0.006	NA	NA
CCT6A	AMPL	11.740	8.330	0.058	0.082	NA	NA
LRRC7	MUT	7.386	1.934	0.015	0.015	NA	NA
CDKN2A	DEL	6.800	130.709	0.448	0.470	NA	NA
CACNA1E	MUT	3.284	2.142	0.015	0.015	NA	NA
PTEN	MUT	2.743	98.041	0.290	0.314	NA	NA
