GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	554.836	131.720	0.448	0.470	NA	NA
PRKCB	MUT	554.836	2.745	0.009	0.009	NA	NA
EGFR	AMPL_MUT	554.836	154.537	0.393	0.393	NA	NA
PIK3CA	MUT	554.836	42.457	0.091	0.091	NA	NA
CDKN2B	DEL	554.836	113.208	0.381	0.448	NA	NA
TBL1Y	DEL	554.836	28.989	0.067	0.195	NA	NA
KLHL9	DEL	554.836	23.768	0.104	0.229	NA	NA
SEC61G	AMPL	19.556	42.857	0.162	0.317	NA	NA
PRKY	DEL	9.315	41.272	0.162	0.195	NA	NA
FAT2	MUT	6.825	0.235	0.027	0.027	NA	NA
PCDH11Y	DEL	6.825	2.107	0.186	0.198	NA	NA
