GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ASPM	MUT	829.008	5.821	0.012	0.015	NA	NA
CNTN1	MUT	829.008	2.536	0.006	0.006	NA	NA
COL4A5	MUT	829.008	4.189	0.012	0.012	NA	NA
EGFR	AMPL_MUT	829.008	154.537	0.393	0.393	NA	NA
GABRA1	MUT	829.008	5.914	0.015	0.015	NA	NA
HDAC2	MUT	829.008	5.677	0.012	0.012	NA	NA
MDM4	AMPL	829.008	8.670	0.015	0.037	NA	NA
RB1	DEL_MUT	829.008	30.243	0.067	0.070	NA	NA
STAT1	MUT	829.008	3.245	0.006	0.006	NA	NA
HMHA1	MUT	829.008	2.613	0.006	0.009	NA	NA
PIK3C2B	AMPL	829.008	21.359	0.052	0.055	NA	NA
PIK3CG	MUT	829.008	15.877	0.037	0.037	NA	NA
SEC61G	AMPL	829.008	42.857	0.162	0.317	NA	NA
TTN	MUT	829.008	28.658	0.052	0.207	NA	NA
CSPG4	MUT	10.718	0.033	0.003	0.012	NA	NA
GRIN2A	MUT	10.718	7.340	0.024	0.024	NA	NA
NDN	MUT	8.219	0.025	0.003	0.006	NA	NA
