GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK4	AMPL	446.859	46.397	0.113	0.116	NA	NA
PIK3CA	MUT	446.859	42.457	0.091	0.091	NA	NA
TTN	MUT	446.859	28.658	0.052	0.207	NA	NA
TP53	MUT	446.859	117.992	0.284	0.284	NA	NA
DNAH9	MUT	446.859	6.696	0.027	0.027	NA	NA
EGFR	AMPL_MUT	446.859	154.537	0.393	0.393	NA	NA
RELN	MUT	446.859	8.128	0.027	0.046	NA	NA
MSH6	MUT	446.859	6.613	0.015	0.018	NA	NA
CUL1	AMPL	446.859	10.086	0.021	0.021	NA	NA
GLI1	AMPL	446.859	22.361	0.040	0.064	NA	NA
PTEN	MUT	446.859	98.650	0.290	0.314	NA	NA
NOS3	AMPL	446.859	12.656	0.027	0.027	NA	NA
PGR	MUT	446.859	8.789	0.015	0.018	NA	NA
EZH2	AMPL	446.859	5.395	0.012	0.015	NA	NA
XRCC2	AMPL	446.859	7.739	0.015	0.018	NA	NA
TUBGCP5	MUT	446.859	2.212	0.006	0.009	NA	NA
ANK1	MUT	3.013	6.770	0.024	0.037	NA	NA
ZNF212	AMPL	2.766	2.719	0.012	0.012	NA	NA
