GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	295.732	131.720	0.448	0.470	NA	NA
PIK3CA	MUT	295.732	42.457	0.091	0.091	NA	NA
LAMA1	MUT	295.732	9.640	0.018	0.018	NA	NA
SEC61G	AMPL	295.732	42.857	0.162	0.317	NA	NA
TEK	DEL	295.732	13.961	0.034	0.064	NA	NA
CDKN2B	DEL	295.732	113.208	0.381	0.448	NA	NA
CD97	MUT	16.256	0.050	0.003	0.003	NA	NA
GLIS1	MUT	12.789	0.039	0.003	0.009	NA	NA
PCDHAC2	MUT	4.036	1.786	0.101	0.101	NA	NA
RYR3	MUT	2.969	2.313	0.040	0.052	NA	NA
