GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	209.163	131.575	0.448	0.470	NA	NA
COL1A2	MUT	209.163	17.841	0.043	0.043	NA	NA
EGFR	MUT	209.163	155.506	0.393	0.393	NA	NA
NCAN	MUT	209.163	1.338	0.006	0.006	NA	NA
PDGFRA	AMPL	209.163	19.340	0.055	0.055	NA	NA
CDKN2B	DEL	209.163	113.020	0.381	0.448	NA	NA
GABBR2	MUT	32.700	0.100	0.003	0.006	NA	NA
PCDHGC5	MUT	6.462	1.102	0.107	0.110	NA	NA
ELAVL2	DEL	3.434	0.343	0.088	0.143	NA	NA
KLHL9	DEL	3.217	22.730	0.104	0.229	NA	NA
