GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CHEK2	MUT	511.161	3.873	0.012	0.024	NA	NA
F2	MUT	511.161	4.132	0.006	0.006	NA	NA
HLA-DRB1	AMPL	511.161	62.907	0.189	0.189	NA	NA
MAPK8	MUT	511.161	9.295	0.018	0.018	NA	NA
PRKY	DEL	511.161	41.284	0.162	0.195	NA	NA
TSC2	MUT	511.161	5.855	0.012	0.012	NA	NA
TUBG1	MUT	511.161	2.800	0.006	0.006	NA	NA
DNAH9	MUT	511.161	6.620	0.027	0.027	NA	NA
ERBB4	MUT	511.161	1.558	0.003	0.003	NA	NA
CNTNAP1	MUT	511.161	1.568	0.006	0.006	NA	NA
FGFR3	MUT	511.161	6.596	0.015	0.015	NA	NA
PCDH11Y	DEL	22.757	2.107	0.186	0.198	NA	NA
TBL1Y	DEL	2.774	29.000	0.067	0.195	NA	NA
