GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANAPC7	MUT	162.841	0.495	0.003	0.003	NA	NA
PTPN11	MUT	162.841	3.487	0.012	0.012	NA	NA
CD3G	DEL	162.841	16.907	0.030	0.030	NA	NA
DRD5	MUT	162.841	8.766	0.027	0.027	NA	NA
GABRB3	MUT	162.841	6.785	0.021	0.021	NA	NA
ITPR1	MUT	162.841	0.893	0.012	0.012	NA	NA
PRKCG	MUT	162.841	1.473	0.006	0.006	NA	NA
VAMP7	MUT	162.841	4.861	0.009	0.009	NA	NA
FLNA	DEL	26.759	4.824	0.018	0.018	NA	NA
PCDHGC5	MUT	9.847	1.037	0.097	0.109	NA	NA
IKZF3	MUT	3.169	2.577	0.006	0.006	NA	NA
EZR	MUT	2.903	3.891	0.012	0.012	NA	NA
