GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATN1	MUT	391.389	5.394	0.012	0.015	NA	NA
CENPF	MUT	391.389	8.101	0.012	0.012	NA	NA
CLSPN	MUT	391.389	1.193	0.003	0.003	NA	NA
TP53	MUT	391.389	117.992	0.284	0.284	NA	NA
EGFR	AMPL_MUT	391.389	154.537	0.393	0.393	NA	NA
COL4A1	MUT	391.389	2.735	0.009	0.009	NA	NA
ITGA10	MUT	391.389	3.353	0.009	0.009	NA	NA
PXN	MUT	391.389	2.663	0.006	0.006	NA	NA
IFNG	MUT	391.389	15.768	0.034	0.034	NA	NA
PTEN	MUT	391.389	98.650	0.290	0.314	NA	NA
PCDHAC2	MUT	4.148	1.786	0.101	0.101	NA	NA
