GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	601.502	131.720	0.448	0.470	NA	NA
TP53	MUT	601.502	117.992	0.284	0.284	NA	NA
COL6A2	MUT	601.502	11.904	0.027	0.027	NA	NA
FBN2	MUT	601.502	7.253	0.018	0.021	NA	NA
KIT	MUT	601.502	23.224	0.073	0.076	NA	NA
DRD5	MUT	601.502	9.306	0.027	0.027	NA	NA
FGFR3	MUT	601.502	6.604	0.015	0.015	NA	NA
RIMS2	MUT	601.502	11.179	0.034	0.034	NA	NA
PTEN	MUT	601.502	98.650	0.290	0.314	NA	NA
CDKN2B	DEL	601.502	113.208	0.381	0.448	NA	NA
PIAS1	MUT	601.502	1.834	0.003	0.003	NA	NA
GRB10	MUT	601.502	10.617	0.021	0.027	NA	NA
KLHL9	DEL	601.502	23.768	0.104	0.229	NA	NA
RELN	MUT	17.424	8.128	0.027	0.046	NA	NA
CDH7	MUT	16.929	0.062	0.006	0.006	NA	NA
PCDH11Y	DEL_MUT	16.929	2.107	0.186	0.198	NA	NA
ELAVL2	DEL	5.501	0.343	0.088	0.143	NA	NA
